I.No	gene_symbol	gene_ensembl_id	mirna_name	mirna_db_id	interaction_score
3400	NKTR	ENSG00000114857	hsa-miR-6780a-3p	MIMAT0027461	0.893131560542684
3401	SNTN	ENSG00000188817	hsa-miR-542-3p	MIMAT0003389	0.893117000524742
3402	MGA	ENSG00000174197	hsa-miR-212-5p	MIMAT0022695	0.893116583957205
3403	SDAD1	ENSG00000198301	hsa-miR-4496	MIMAT0019031	0.893095963758217
3404	PAFAH1B2	ENSG00000168092	hsa-miR-6780a-3p	MIMAT0027461	0.893089938605385
3405	NAP1L1	ENSG00000187109	hsa-miR-148a-5p	MIMAT0004549	0.893087381965921
3406	ZFHX3	ENSG00000140836	hsa-miR-4496	MIMAT0019031	0.893056015958465
3407	SPAG16	ENSG00000144451	hsa-miR-380-3p	MIMAT0000735	0.893044840780198
3408	MTX2	ENSG00000128654	hsa-miR-148a-5p	MIMAT0004549	0.893023907400535
3409	ZBTB4	ENSG00000174282	hsa-miR-3618	MIMAT0017998	0.893019265630187
3410	AP3M2	ENSG00000070718	hsa-miR-4496	MIMAT0019031	0.89300366995008
3411	TYW3	ENSG00000162623	hsa-miR-212-5p	MIMAT0022695	0.892980051924996
3412	RUFY3	ENSG00000018189	hsa-miR-380-3p	MIMAT0000735	0.892947714316452
3413	CREB5	ENSG00000146592	hsa-miR-137-3p	MIMAT0000429	0.892923033507614
3414	SCN8A	ENSG00000196876	hsa-miR-137-3p	MIMAT0000429	0.892914751088969
3415	OR6N2	ENSG00000188340	hsa-miR-1252-3p	MIMAT0026744	0.892912752660427
3416	CCZ1	ENSG00000122674	hsa-miR-137-3p	MIMAT0000429	0.892862651492978
3417	OTUD3	ENSG00000169914	hsa-miR-4496	MIMAT0019031	0.892822302657812
3418	IL1R1	ENSG00000115594	hsa-miR-137-3p	MIMAT0000429	0.892821434416023
3419	RBM47	ENSG00000163694	hsa-miR-137-3p	MIMAT0000429	0.892798593178444
3420	ZMYM4	ENSG00000146463	hsa-miR-6861-5p	MIMAT0027623	0.892759764631575
3421	TBC1D4	ENSG00000136111	hsa-miR-7154-5p	MIMAT0028218	0.892748016949957
3422	QPRT	ENSG00000103485	hsa-miR-4496	MIMAT0019031	0.892738265191764
3423	CSNK2A1	ENSG00000101266	hsa-miR-148a-5p	MIMAT0004549	0.892737820145178
3424	ATP11B	ENSG00000058063	hsa-miR-7154-5p	MIMAT0028218	0.892713283732989
3425	DCAF12	ENSG00000198876	hsa-miR-4496	MIMAT0019031	0.892654386796691
3426	SOX11	ENSG00000176887	hsa-miR-137-3p	MIMAT0000429	0.892601956407138
3427	EPHA5	ENSG00000145242	hsa-miR-380-3p	MIMAT0000735	0.892601033930456
3428	ATP2C1	ENSG00000017260	hsa-miR-1252-3p	MIMAT0026744	0.892561052334803
3429	FBXO45	ENSG00000174013	hsa-miR-4496	MIMAT0019031	0.892559022748504
3430	FBXO25	ENSG00000147364	hsa-miR-1252-3p	MIMAT0026744	0.892540874790254
3431	NAA15	ENSG00000164134	hsa-miR-329-5p	MIMAT0026555	0.892522932352267
3432	SPAST	ENSG00000021574	hsa-miR-148a-5p	MIMAT0004549	0.892518397149708
3433	RAB5A	ENSG00000144566	hsa-miR-148a-5p	MIMAT0004549	0.892517083579752
3434	LTV1	ENSG00000135521	hsa-miR-7154-5p	MIMAT0028218	0.892512935094545
3435	MAPRE2	ENSG00000166974	hsa-miR-380-3p	MIMAT0000735	0.892476838209785
3436	RPEL1	ENSG00000235376	hsa-miR-7154-5p	MIMAT0028218	0.892452843766272
3437	SORL1	ENSG00000137642	hsa-miR-137-3p	MIMAT0000429	0.892400896486483
3438	ZNF263	ENSG00000006194	hsa-miR-6780a-3p	MIMAT0027461	0.892388520349853
3439	IL22RA2	ENSG00000164485	hsa-miR-148a-5p	MIMAT0004549	0.892385554709242
3440	PELP1	ENSG00000141456	hsa-miR-3618	MIMAT0017998	0.892368092710348
3441	KLHL24	ENSG00000114796	hsa-miR-1252-3p	MIMAT0026744	0.892336675708155
3442	LRR1	ENSG00000165501	hsa-miR-148a-5p	MIMAT0004549	0.89232724184841
3443	MID2	ENSG00000080561	hsa-miR-380-3p	MIMAT0000735	0.892294994941739
3444	FZD1	ENSG00000157240	hsa-miR-1252-3p	MIMAT0026744	0.892277247074196
3445	SRRD	ENSG00000100104	hsa-miR-7154-5p	MIMAT0028218	0.89225112645792
3446	TRAF3	ENSG00000131323	hsa-miR-1252-3p	MIMAT0026744	0.892233590211681
3447	ZBTB33	ENSG00000177485	hsa-miR-1252-3p	MIMAT0026744	0.892227324717567
3448	CLEC1A	ENSG00000150048	hsa-miR-4496	MIMAT0019031	0.892221989749422
3449	DAB1	ENSG00000173406	hsa-miR-148a-5p	MIMAT0004549	0.892185154572979
3450	TIPRL	ENSG00000143155	hsa-miR-380-3p	MIMAT0000735	0.892177346229629
3451	SLC16A1	ENSG00000155380	hsa-miR-3618	MIMAT0017998	0.892177237152702
3452	RIMS2	ENSG00000176406	hsa-miR-6780a-3p	MIMAT0027461	0.892159339213772
3453	CD226	ENSG00000150637	hsa-miR-1252-3p	MIMAT0026744	0.892085087262458
3454	ZNF641	ENSG00000167528	hsa-miR-4496	MIMAT0019031	0.892082826478095
3455	PPP1CB	ENSG00000213639	hsa-miR-542-3p	MIMAT0003389	0.892030740054719
3456	RAD54L	ENSG00000085999	hsa-miR-7154-5p	MIMAT0028218	0.891931343859081
3457	ADAMTS6	ENSG00000049192	hsa-miR-4496	MIMAT0019031	0.891925362722078
3458	ACTR3C	ENSG00000106526	hsa-miR-1252-3p	MIMAT0026744	0.891922494565099
3459	TADA2A	ENSG00000276234	hsa-miR-329-5p	MIMAT0026555	0.891900507172636
3460	MED12L	ENSG00000144893	hsa-miR-212-5p	MIMAT0022695	0.891890958799857
3461	MMP16	ENSG00000156103	hsa-miR-148a-5p	MIMAT0004549	0.891864208640996
3462	ZBTB20	ENSG00000181722	hsa-miR-5007-5p	MIMAT0021035	0.891859347623392
3463	ARHGEF10L	ENSG00000074964	hsa-miR-329-5p	MIMAT0026555	0.891838701446883
3464	DIAPH1	ENSG00000131504	hsa-miR-212-5p	MIMAT0022695	0.89182418842554
3465	CLSPN	ENSG00000092853	hsa-miR-380-3p	MIMAT0000735	0.891812297726814
3466	MKKS	ENSG00000125863	hsa-miR-7154-5p	MIMAT0028218	0.891797628566925
3467	PRRG1	ENSG00000130962	hsa-miR-380-3p	MIMAT0000735	0.891793688869046
3468	SNU13	ENSG00000100138	hsa-miR-542-3p	MIMAT0003389	0.891749845133123
3469	EDEM3	ENSG00000116406	hsa-miR-542-3p	MIMAT0003389	0.891748217929259
3470	NTAQ1	ENSG00000156795	hsa-miR-212-5p	MIMAT0022695	0.891718069089675
3471	ABHD18	ENSG00000164074	hsa-miR-1252-3p	MIMAT0026744	0.891679602255878
3472	MBOAT2	ENSG00000143797	hsa-miR-137-3p	MIMAT0000429	0.891670537705581
3473	ZNF441	ENSG00000197044	hsa-miR-329-5p	MIMAT0026555	0.89164804283067
3474	SF3B1	ENSG00000115524	hsa-miR-4496	MIMAT0019031	0.891645363951046
3475	CAP1	ENSG00000131236	hsa-miR-4496	MIMAT0019031	0.891643131653217
3476	HGSNAT	ENSG00000165102	hsa-miR-4496	MIMAT0019031	0.891641935289089
3477	ZC3H15	ENSG00000065548	hsa-miR-7154-5p	MIMAT0028218	0.891641331548847
3478	BMPR2	ENSG00000204217	hsa-miR-329-5p	MIMAT0026555	0.891578855815363
3479	FAM47E	ENSG00000189157	hsa-miR-1252-3p	MIMAT0026744	0.891545737523236
3480	RB1CC1	ENSG00000023287	hsa-miR-1252-3p	MIMAT0026744	0.891526612037284
3481	TRAM1L1	ENSG00000174599	hsa-miR-7154-5p	MIMAT0028218	0.891517763824623
3482	TMPO	ENSG00000120802	hsa-miR-1252-3p	MIMAT0026744	0.891510328474632
3483	SLC18A2	ENSG00000165646	hsa-miR-148a-5p	MIMAT0004549	0.891487146059143
3484	RAB10	ENSG00000084733	hsa-miR-329-5p	MIMAT0026555	0.891485721958215
3485	FAM221B	ENSG00000204930	hsa-miR-380-3p	MIMAT0000735	0.891484039941918
3486	MAF	ENSG00000178573	hsa-miR-7154-5p	MIMAT0028218	0.891480426437141
3487	ATL3	ENSG00000184743	hsa-miR-6780a-3p	MIMAT0027461	0.891479415591266
3488	AC068547.1	ENSG00000283228	hsa-miR-137-3p	MIMAT0000429	0.891463113246256
3489	ARL6	ENSG00000113966	hsa-miR-148a-5p	MIMAT0004549	0.891462833444432
3490	SH3GLB2	ENSG00000148341	hsa-miR-4496	MIMAT0019031	0.891462146882029
3491	ACOX1	ENSG00000161533	hsa-miR-7154-5p	MIMAT0028218	0.891415078392577
3492	GNB5	ENSG00000069966	hsa-miR-1252-3p	MIMAT0026744	0.891412763570117
3493	ZNF70	ENSG00000187792	hsa-miR-1252-3p	MIMAT0026744	0.89137726053942
3494	GFRA1	ENSG00000151892	hsa-miR-1252-3p	MIMAT0026744	0.89134383241551
3495	MMAB	ENSG00000139428	hsa-miR-1252-3p	MIMAT0026744	0.891299172458556
3496	DNAJB14	ENSG00000164031	hsa-miR-380-3p	MIMAT0000735	0.891293630365871
3497	HOXB3	ENSG00000120093	hsa-miR-4496	MIMAT0019031	0.891290776422732
3498	MRPL42	ENSG00000198015	hsa-miR-329-5p	MIMAT0026555	0.891286597414055
3499	DNAJC10	ENSG00000077232	hsa-miR-329-5p	MIMAT0026555	0.891269596514169
3500	IGF1	ENSG00000017427	hsa-miR-380-3p	MIMAT0000735	0.891209676745306
3501	ENAH	ENSG00000154380	hsa-miR-4496	MIMAT0019031	0.891201279109745
3502	NTNG1	ENSG00000162631	hsa-miR-1288-5p	MIMAT0026743	0.891155177666208
3503	FAM155A	ENSG00000204442	hsa-miR-329-5p	MIMAT0026555	0.891153332749805
3504	IRAG1	ENSG00000072952	hsa-miR-542-3p	MIMAT0003389	0.891134968725428
3505	CSMD1	ENSG00000183117	hsa-miR-137-3p	MIMAT0000429	0.89111508608958
3506	NTRK3	ENSG00000140538	hsa-miR-148a-5p	MIMAT0004549	0.891094678786254
3507	PLEKHG1	ENSG00000120278	hsa-miR-4496	MIMAT0019031	0.891089599734089
3508	BDP1	ENSG00000145734	hsa-miR-137-3p	MIMAT0000429	0.89108843846001
3509	ZBTB20	ENSG00000181722	hsa-miR-6861-5p	MIMAT0027623	0.89106256407761
3510	OSTN	ENSG00000188729	hsa-miR-1252-3p	MIMAT0026744	0.891055591428679
3511	BAIAP2L1	ENSG00000006453	hsa-miR-137-3p	MIMAT0000429	0.891029957823515
3512	STXBP5	ENSG00000164506	hsa-miR-148a-5p	MIMAT0004549	0.890992079087421
3513	ZFYVE16	ENSG00000039319	hsa-miR-380-3p	MIMAT0000735	0.89090651727653
3514	TACR3	ENSG00000169836	hsa-miR-1252-3p	MIMAT0026744	0.890901713064641
3515	DEFA1	ENSG00000206047	hsa-miR-4496	MIMAT0019031	0.890899259013479
3516	ATP2A2	ENSG00000174437	hsa-miR-4496	MIMAT0019031	0.890878326117147
3517	HBG1	ENSG00000213934	hsa-miR-137-3p	MIMAT0000429	0.890860851118072
3518	ERAP2	ENSG00000164308	hsa-miR-7154-5p	MIMAT0028218	0.890856110867378
3519	MCTP1	ENSG00000175471	hsa-miR-329-5p	MIMAT0026555	0.8908531479704
3520	ANOS1	ENSG00000011201	hsa-miR-542-3p	MIMAT0003389	0.890819181740122
3521	PGAP1	ENSG00000197121	hsa-miR-542-3p	MIMAT0003389	0.890806578406124
3522	OR1D2	ENSG00000184166	hsa-miR-542-3p	MIMAT0003389	0.890801033945495
3523	HLA-DQB1	ENSG00000179344	hsa-miR-137-3p	MIMAT0000429	0.8907947980443
3524	GPCPD1	ENSG00000125772	hsa-miR-1252-3p	MIMAT0026744	0.890785582829164
3525	CYP4A11	ENSG00000187048	hsa-miR-4496	MIMAT0019031	0.890777662180208
3526	FAM210B	ENSG00000124098	hsa-miR-329-5p	MIMAT0026555	0.890774408075309
3527	TCFL5	ENSG00000101190	hsa-miR-542-3p	MIMAT0003389	0.890657260603987
3528	DPYD	ENSG00000188641	hsa-miR-148a-5p	MIMAT0004549	0.890640413986225
3529	DNAL1	ENSG00000119661	hsa-miR-1252-3p	MIMAT0026744	0.890635519876862
3530	LHFPL4	ENSG00000156959	hsa-miR-4496	MIMAT0019031	0.890626535893732
3531	RBM12	ENSG00000244462	hsa-miR-7154-5p	MIMAT0028218	0.890614557888833
3532	REV3L	ENSG00000009413	hsa-miR-4496	MIMAT0019031	0.890599565264841
3533	WDR26	ENSG00000162923	hsa-miR-7154-5p	MIMAT0028218	0.89057156687102
3534	PGAP1	ENSG00000197121	hsa-miR-7154-5p	MIMAT0028218	0.890558584318942
3535	TLK1	ENSG00000198586	hsa-miR-1252-3p	MIMAT0026744	0.890544623703548
3536	PBX1	ENSG00000185630	hsa-miR-148a-5p	MIMAT0004549	0.890532503522282
3537	UGT3A1	ENSG00000145626	hsa-miR-7154-5p	MIMAT0028218	0.89052136034088
3538	CXXC4	ENSG00000168772	hsa-miR-1252-3p	MIMAT0026744	0.890474443766566
3539	MAP3K20	ENSG00000091436	hsa-miR-1252-3p	MIMAT0026744	0.890445206149627
3540	FBXO45	ENSG00000174013	hsa-miR-6861-5p	MIMAT0027623	0.890394420152674
3541	ARHGAP5	ENSG00000100852	hsa-miR-1252-3p	MIMAT0026744	0.890391384614135
3542	KCNV1	ENSG00000164794	hsa-miR-7154-5p	MIMAT0028218	0.890372586213368
3543	UBE2G1	ENSG00000132388	hsa-miR-4496	MIMAT0019031	0.890348939525494
3544	RRAGC	ENSG00000116954	hsa-miR-1252-3p	MIMAT0026744	0.890325719527608
3545	KRTAP4-1	ENSG00000198443	hsa-miR-380-3p	MIMAT0000735	0.890262953997273
3546	TIFAB	ENSG00000255833	hsa-miR-6780a-3p	MIMAT0027461	0.890243024800578
3547	CAVIN2	ENSG00000168497	hsa-miR-6780a-3p	MIMAT0027461	0.890238441022207
3548	UBLCP1	ENSG00000164332	hsa-miR-137-3p	MIMAT0000429	0.890215583487589
3549	DENND5B	ENSG00000170456	hsa-miR-329-5p	MIMAT0026555	0.890211077241633
3550	TACC2	ENSG00000138162	hsa-miR-1288-5p	MIMAT0026743	0.890176906850206
3551	CACNA1G	ENSG00000006283	hsa-miR-137-3p	MIMAT0000429	0.890172565076974
3552	MUSK	ENSG00000030304	hsa-miR-4496	MIMAT0019031	0.890137696721393
3553	PAX6	ENSG00000007372	hsa-miR-1252-3p	MIMAT0026744	0.890092508555417
3554	ERG	ENSG00000157554	hsa-miR-137-3p	MIMAT0000429	0.890087084677826
3555	COL4A3	ENSG00000169031	hsa-miR-329-5p	MIMAT0026555	0.890058459588966
3556	TMEM47	ENSG00000147027	hsa-miR-7154-5p	MIMAT0028218	0.889991187854014
3557	BMPER	ENSG00000164619	hsa-miR-1252-3p	MIMAT0026744	0.889983040317701
3558	STK35	ENSG00000125834	hsa-miR-4496	MIMAT0019031	0.889978061806138
3559	DOCK10	ENSG00000135905	hsa-miR-7154-5p	MIMAT0028218	0.889922068531802
3560	CSTF1	ENSG00000101138	hsa-miR-1288-5p	MIMAT0026743	0.889900971255791
3561	SGCG	ENSG00000102683	hsa-miR-329-5p	MIMAT0026555	0.889886608645812
3562	PLAC1	ENSG00000170965	hsa-miR-7154-5p	MIMAT0028218	0.889879229958225
3563	SERPINB9	ENSG00000170542	hsa-miR-4496	MIMAT0019031	0.889875860412899
3564	MSRB3	ENSG00000174099	hsa-miR-1288-5p	MIMAT0026743	0.889873268305715
3565	TSHZ3	ENSG00000121297	hsa-miR-5007-5p	MIMAT0021035	0.889828967982558
3566	INVS	ENSG00000119509	hsa-miR-380-3p	MIMAT0000735	0.889817019514084
3567	KCNJ6	ENSG00000157542	hsa-miR-4496	MIMAT0019031	0.889800775515522
3568	ZC3H8	ENSG00000144161	hsa-miR-1252-3p	MIMAT0026744	0.889796167573182
3569	TMEM170B	ENSG00000205269	hsa-miR-380-3p	MIMAT0000735	0.889774948164655
3570	AGPAT5	ENSG00000155189	hsa-miR-4496	MIMAT0019031	0.889773378404155
3571	GSK3B	ENSG00000082701	hsa-miR-137-3p	MIMAT0000429	0.889741891094761
3572	GSTM2	ENSG00000213366	hsa-miR-6780a-3p	MIMAT0027461	0.889741646158303
3573	ATP1B1	ENSG00000143153	hsa-miR-137-3p	MIMAT0000429	0.889671941518791
3574	NUP50	ENSG00000093000	hsa-miR-148a-5p	MIMAT0004549	0.889665169078987
3575	ARID2	ENSG00000189079	hsa-miR-329-5p	MIMAT0026555	0.889635031199325
3576	USP25	ENSG00000155313	hsa-miR-542-3p	MIMAT0003389	0.889630490248906
3577	GPN1	ENSG00000198522	hsa-miR-137-3p	MIMAT0000429	0.889609750438782
3578	GAD2	ENSG00000136750	hsa-miR-542-3p	MIMAT0003389	0.889559325988869
3579	PARP8	ENSG00000151883	hsa-miR-6861-5p	MIMAT0027623	0.889526283931843
3580	RTKN2	ENSG00000182010	hsa-miR-148a-5p	MIMAT0004549	0.889520088477504
3581	SGIP1	ENSG00000118473	hsa-miR-1252-3p	MIMAT0026744	0.889517412166202
3582	RNF217	ENSG00000146373	hsa-miR-1252-3p	MIMAT0026744	0.88939380601291
3583	DGKK	ENSG00000274588	hsa-miR-4496	MIMAT0019031	0.889323722342218
3584	HEATR5A	ENSG00000129493	hsa-miR-380-3p	MIMAT0000735	0.889314018302258
3585	CASP3	ENSG00000164305	hsa-miR-137-3p	MIMAT0000429	0.889275034612607
3586	ZNF552	ENSG00000178935	hsa-miR-4496	MIMAT0019031	0.889273308019271
3587	RSF1	ENSG00000048649	hsa-miR-1252-3p	MIMAT0026744	0.889263341336253
3588	ETV3	ENSG00000117036	hsa-miR-4496	MIMAT0019031	0.889244505149262
3589	CASP10	ENSG00000003400	hsa-miR-329-5p	MIMAT0026555	0.889219549395651
3590	TRPC5	ENSG00000072315	hsa-miR-4496	MIMAT0019031	0.889165483685557
3591	UCK2	ENSG00000143179	hsa-miR-4496	MIMAT0019031	0.88915488545349
3592	JAK3	ENSG00000105639	hsa-miR-4496	MIMAT0019031	0.889121000551711
3593	KCNA2	ENSG00000177301	hsa-miR-6780a-3p	MIMAT0027461	0.889095413095946
3594	RIMKLA	ENSG00000177181	hsa-miR-4496	MIMAT0019031	0.889065656900658
3595	AKAP5	ENSG00000179841	hsa-miR-380-3p	MIMAT0000735	0.889034596093838
3596	FEN1	ENSG00000168496	hsa-miR-6780a-3p	MIMAT0027461	0.889033528257891
3597	PTPN4	ENSG00000088179	hsa-miR-137-3p	MIMAT0000429	0.889009831577657
3598	PLEKHA3	ENSG00000116095	hsa-miR-4496	MIMAT0019031	0.889007290967759
3599	ATP10D	ENSG00000145246	hsa-miR-1252-3p	MIMAT0026744	0.888988329919829
3600	TRPC4	ENSG00000133107	hsa-miR-380-3p	MIMAT0000735	0.88897988959261
3601	SELENOI	ENSG00000138018	hsa-miR-4496	MIMAT0019031	0.888970053409842
3602	HECW1	ENSG00000002746	hsa-miR-148a-5p	MIMAT0004549	0.888968754072463
3603	WDR55	ENSG00000120314	hsa-miR-4496	MIMAT0019031	0.88896102543537
3604	SETD7	ENSG00000145391	hsa-miR-4496	MIMAT0019031	0.888954723563993
3605	NABP1	ENSG00000173559	hsa-miR-1252-3p	MIMAT0026744	0.888943138811004
3606	TSC22D3	ENSG00000157514	hsa-miR-148a-5p	MIMAT0004549	0.888929747555678
3607	SOD2	ENSG00000112096	hsa-miR-6861-5p	MIMAT0027623	0.888892474448378
3608	UBE2I	ENSG00000103275	hsa-miR-148a-5p	MIMAT0004549	0.888880650483868
3609	CD274	ENSG00000120217	hsa-miR-4496	MIMAT0019031	0.888874742612993
3610	LRRC8C	ENSG00000171488	hsa-miR-329-5p	MIMAT0026555	0.888852018446221
3611	TRIP12	ENSG00000153827	hsa-miR-1252-3p	MIMAT0026744	0.888829935410751
3612	C17orf80	ENSG00000141219	hsa-miR-212-5p	MIMAT0022695	0.88881007908422
3613	CD226	ENSG00000150637	hsa-miR-7154-5p	MIMAT0028218	0.888769333333634
3614	MARCHF1	ENSG00000145416	hsa-miR-329-5p	MIMAT0026555	0.888763096715333
3615	BCL2	ENSG00000171791	hsa-miR-1252-3p	MIMAT0026744	0.888749467978564
3616	CLOCK	ENSG00000134852	hsa-miR-7154-5p	MIMAT0028218	0.88872241801922
3617	MTARC1	ENSG00000186205	hsa-miR-1252-3p	MIMAT0026744	0.88870660283267
3618	MKNK2	ENSG00000099875	hsa-miR-329-5p	MIMAT0026555	0.888681340521545
3619	C17orf58	ENSG00000186665	hsa-miR-137-3p	MIMAT0000429	0.888660715908208
3620	KLHL24	ENSG00000114796	hsa-miR-148a-5p	MIMAT0004549	0.888645482696958
3621	RADX	ENSG00000147231	hsa-miR-1252-3p	MIMAT0026744	0.888571928998462
3622	HNRNPA3	ENSG00000170144	hsa-miR-137-3p	MIMAT0000429	0.888563020671049
3623	SEPTIN7	ENSG00000122545	hsa-miR-1252-3p	MIMAT0026744	0.88855439606253
3624	PTCH1	ENSG00000185920	hsa-miR-4496	MIMAT0019031	0.888550393365742
3625	PANK3	ENSG00000120137	hsa-miR-5007-5p	MIMAT0021035	0.888550309780996
3626	SDAD1	ENSG00000198301	hsa-miR-148a-5p	MIMAT0004549	0.888541432954098
3627	XKR6	ENSG00000171044	hsa-miR-329-5p	MIMAT0026555	0.888464611125478
3628	NBN	ENSG00000104320	hsa-miR-1252-3p	MIMAT0026744	0.88843348489813
3629	CEP120	ENSG00000168944	hsa-miR-1252-3p	MIMAT0026744	0.888426031450309
3630	TAB3	ENSG00000157625	hsa-miR-137-3p	MIMAT0000429	0.888418012297687
3631	FBXO30	ENSG00000118496	hsa-miR-380-3p	MIMAT0000735	0.888410327892961
3632	DNM3	ENSG00000197959	hsa-miR-1252-3p	MIMAT0026744	0.888380862055965
3633	CBFB	ENSG00000067955	hsa-miR-1252-3p	MIMAT0026744	0.888377508448752
3634	AC022384.1	ENSG00000272410	hsa-miR-6780a-3p	MIMAT0027461	0.888359769264855
3635	EN2	ENSG00000164778	hsa-miR-137-3p	MIMAT0000429	0.888352050471306
3636	SOGA1	ENSG00000149639	hsa-miR-4496	MIMAT0019031	0.888344117439085
3637	TARDBP	ENSG00000120948	hsa-miR-1252-3p	MIMAT0026744	0.88831997418948
3638	CCDC90B	ENSG00000137500	hsa-miR-380-3p	MIMAT0000735	0.88831735268457
3639	TWIST1	ENSG00000122691	hsa-miR-137-3p	MIMAT0000429	0.888301173449431
3640	C4orf45	ENSG00000164123	hsa-miR-7154-5p	MIMAT0028218	0.888289410153903
3641	ZNF804A	ENSG00000170396	hsa-miR-137-3p	MIMAT0000429	0.888277647080335
3642	LRRC40	ENSG00000066557	hsa-miR-1252-3p	MIMAT0026744	0.888256692760714
3643	SNRNP48	ENSG00000168566	hsa-miR-7154-5p	MIMAT0028218	0.888249233274329
3644	KIF3B	ENSG00000101350	hsa-miR-542-3p	MIMAT0003389	0.888134846524947
3645	PCNA	ENSG00000132646	hsa-miR-542-3p	MIMAT0003389	0.888125629814156
3646	FAM204A	ENSG00000165669	hsa-miR-4496	MIMAT0019031	0.888118851482057
3647	DEFB132	ENSG00000186458	hsa-miR-1252-3p	MIMAT0026744	0.888111688614021
3648	IRS1	ENSG00000169047	hsa-miR-4496	MIMAT0019031	0.888074429802444
3649	GPR101	ENSG00000165370	hsa-miR-212-5p	MIMAT0022695	0.888067653267207
3650	CAB39	ENSG00000135932	hsa-miR-7154-5p	MIMAT0028218	0.888019543617578
3651	CYP1B1	ENSG00000138061	hsa-miR-5007-5p	MIMAT0021035	0.888002115093765
3652	SREBF2	ENSG00000198911	hsa-miR-212-5p	MIMAT0022695	0.88797710516783
3653	NDUFAF2	ENSG00000164182	hsa-miR-1252-3p	MIMAT0026744	0.887963244013722
3654	MKLN1	ENSG00000128585	hsa-miR-1288-5p	MIMAT0026743	0.887906250337863
3655	BTG4	ENSG00000137707	hsa-miR-7154-5p	MIMAT0028218	0.88790412725085
3656	UBASH3B	ENSG00000154127	hsa-miR-6780a-3p	MIMAT0027461	0.887901961811431
3657	PAWR	ENSG00000177425	hsa-miR-380-3p	MIMAT0000735	0.887807769223472
3658	FKBP7	ENSG00000079150	hsa-miR-4496	MIMAT0019031	0.887739444552496
3659	CYCS	ENSG00000172115	hsa-miR-7154-5p	MIMAT0028218	0.887701445395278
3660	SH3TC2	ENSG00000169247	hsa-miR-6861-5p	MIMAT0027623	0.887689648499497
3661	CDH22	ENSG00000149654	hsa-miR-4496	MIMAT0019031	0.887686524032542
3662	RARB	ENSG00000077092	hsa-miR-1252-3p	MIMAT0026744	0.88768630763755
3663	NT5C2	ENSG00000076685	hsa-miR-1252-3p	MIMAT0026744	0.887660765548428
3664	ZC3H14	ENSG00000100722	hsa-miR-1252-3p	MIMAT0026744	0.887649453740715
3665	ANKRD40	ENSG00000154945	hsa-miR-212-5p	MIMAT0022695	0.887598313086793
3666	SPTY2D1	ENSG00000179119	hsa-miR-1252-3p	MIMAT0026744	0.887596052931253
3667	LRP8	ENSG00000157193	hsa-miR-1252-3p	MIMAT0026744	0.887511952727007
3668	RBAK	ENSG00000146587	hsa-miR-380-3p	MIMAT0000735	0.887507847099917
3669	QTRT2	ENSG00000151576	hsa-miR-4496	MIMAT0019031	0.88750090769438
3670	CERK	ENSG00000100422	hsa-miR-1288-5p	MIMAT0026743	0.887480285592923
3671	RNF13	ENSG00000082996	hsa-miR-6780a-3p	MIMAT0027461	0.887461361639911
3672	ZNF625-ZNF20	ENSG00000213297	hsa-miR-7154-5p	MIMAT0028218	0.887447136826758
3673	KPNA1	ENSG00000114030	hsa-miR-4496	MIMAT0019031	0.887445953325041
3674	BTAF1	ENSG00000095564	hsa-miR-542-3p	MIMAT0003389	0.887418439869873
3675	TMEM65	ENSG00000164983	hsa-miR-1252-3p	MIMAT0026744	0.88740942772516
3676	DZIP3	ENSG00000198919	hsa-miR-329-5p	MIMAT0026555	0.88739797526164
3677	C18orf63	ENSG00000206043	hsa-miR-380-3p	MIMAT0000735	0.887391575957168
3678	ALG2	ENSG00000119523	hsa-miR-542-3p	MIMAT0003389	0.887341027916396
3679	NEK7	ENSG00000151414	hsa-miR-3618	MIMAT0017998	0.887340400785848
3680	ZNF667	ENSG00000198046	hsa-miR-137-3p	MIMAT0000429	0.887338076461749
3681	HAUS2	ENSG00000137814	hsa-miR-542-3p	MIMAT0003389	0.8873279051915
3682	GRIN3A	ENSG00000198785	hsa-miR-7154-5p	MIMAT0028218	0.88729791940594
3683	HNRNPA2B1	ENSG00000122566	hsa-miR-4496	MIMAT0019031	0.88728280206988
3684	MINAR1	ENSG00000169330	hsa-miR-137-3p	MIMAT0000429	0.887280969172454
3685	MAP3K9	ENSG00000006432	hsa-miR-4496	MIMAT0019031	0.887260110705527
3686	GTF2H1	ENSG00000110768	hsa-miR-4496	MIMAT0019031	0.887229186200018
3687	CEACAM19	ENSG00000186567	hsa-miR-137-3p	MIMAT0000429	0.887156581171946
3688	SHPRH	ENSG00000146414	hsa-miR-542-3p	MIMAT0003389	0.887123740494336
3689	ATP8A1	ENSG00000124406	hsa-miR-148a-5p	MIMAT0004549	0.887096271420929
3690	FBXO22	ENSG00000167196	hsa-miR-148a-5p	MIMAT0004549	0.887083947856109
3691	MEF2C	ENSG00000081189	hsa-miR-1252-3p	MIMAT0026744	0.887037494330996
3692	PMEPA1	ENSG00000124225	hsa-miR-137-3p	MIMAT0000429	0.887030899798799
3693	H2BC18	ENSG00000203814	hsa-miR-542-3p	MIMAT0003389	0.886988581395142
3694	SLC9A2	ENSG00000115616	hsa-miR-3618	MIMAT0017998	0.886970298574437
3695	RFX7	ENSG00000181827	hsa-miR-1288-5p	MIMAT0026743	0.886935827822818
